16/08/2026                                                                                          Página 1



Signatura            Supl.    NA        Suc. Loc.    Cod./Bar.  NEA       Título
HG1/09/Hist-03                934950    BH   BH.G    100934952  934952    Del mundo romano al Islam medieval /                        
HG1/09/Hist-04                934937    BH   BH.G    100934939  934939    La filosofía medieval en Occidente /                        
HG1/09/Hist-04                39521     BH   BH.G    100039532  39532     La filosofía medieval en Occidente /                        
HG1/09/Hist-05                39536     BH   BH.G    100039558  39558     La filosofía en el Renacimiento /                           
HG1/09/Hist-05                123733    BH   BH.G    100123736  123736    La filosofía en el Renacimiento /                           
HG1/09/Hist-06                39562     BH   BH.G    100039574  39574     Racionalismo, Empirismo, Ilustración /                      
HG1/09/Hist-07                39582     BH   BH.G    100039592  39592     La filosofía alemana, de Leibniz a Hegel /                  
HG1/09/Hist-08                99779     BH   BH.G    100099781  99781     La filosofía en el siglo XIX /                              
HG1/09/Hist-08                39596     BH   BH.G    100039604  39604     La filosofía en el siglo XIX /                              
HG1/09/Hist-09                39609     BH   BH.G    100039635  39635     Las filosofías nacionales : siglos XIX y XX /               
HG1/09/Hist-09                99789     BH   BH.G    100099790  99790     Las filosofías nacionales : siglos XIX y XX /               
HG1/09/Hist-09                39609     BH   BH.G    100991230  991230    Las filosofías nacionales : siglos XIX y XX /               
HG1/09/Hist-10                39647     BH   BH.G    100039664  39664     La filosofía en el siglo XX /                               
HG1/09/Hist-11                39670     BH   BH.G    100039685  39685     La filosofía en Oriente : la filosofía islámica, india y chi
HG1/09/Hott                   1093264   BH   BH.G    102109059  1617476   Historia de la filosofía del Renacimiento a la Posmodernidad
HG1/09/Jasp                   599236    BH   BH.G    102030153  599245    Los grandes filósofos : los hombres decisivos : Sócrates, Bu
HG1/09/Kenn                   1095850   BH   BH.G    102111683  1622102   A brief history of western philosophy /                     
HG1/09/Kris                   159474    BH   BH.G    100159481  159481    Ocho filósofos del Renacimiento italiano /                  
HG1/09/Kris                   871673    BH   BH.G    100871678  871678    Ocho filósofos del Renacimiento italiano /                  
HG1/09/Kunz                   940844    BH   BH.G    100940876  940876    Atlas de la philosophie /                                   
HG1/09/Kunz                   986443    BH   BH.G    100986444  986444    Atlas de filosofía /                                        
HG1/09/Lect                   935522    BH   BH.G    100935527  935527    Lecturas de historia de la filosofía /                      
HG1/09/Love                   192965    BH   BH.G    100192973  192973    Essays in the history of ideas /                            
HG1/09/Mage                   583890    BH   BH.G    100583917  583917    Men of ideas : some creators of contemporary philosophy /   
HG1/09/Mara                   60702     BH   BH.G    100060704  60704     Estudios de historia del pensamiento español /              
HG1/09/Mara                   60702     BH   BH.G    100091094  91094     Estudios de historia del pensamiento español /              
HG1/09/Mara                   60706     BH   BH.G    100060709  60709     Estudios de historia del pensamiento español /              
HG1/09/Mara                   60706     BH   BH.G    100091093  91093     Estudios de historia del pensamiento español /              
HG1/09/Mara                   60694     BH   BH.G    100060698  60698     Estudios de historia del pensamiento español /              
HG1/09/Mara                   60694     BH   BH.G    100091096  91096     Estudios de historia del pensamiento español /              
HG1/09/Mara                   494023    BH   BH.G    100920789  920789    Estudios de la historia del pensamiento español, (siglo XVII
HG1/09/Mara                   494023    BH   BH.G    100762560  762560    Estudios de la historia del pensamiento español, (siglo XVII
HG1/09/Mare                   766183    BH   BH.G    100766192  766192    Early medieval philosophy, (480-1150) : an introduction /   
HG1/09/Mare                   766196    BH   BH.G    100766206  766206    Later medieval philosophy, (1150-1350) : an introduction /  
HG1/09/Mari                   1039302   BH   BH.G    102033790  1531773   Historia de la filosofía /                                  
HG1/09/Mari                   90471     BH   BH.G    100090476  90476     Historia de la filosofía y de la ciencia /                  
HG1/09/Mart                   935064    BH   BH.G    100935066  935066    Historia de la filosofía /                                  
HG1/09/Mart                   917398    BH   BH.G    100917401  917401    Historia de la filosofía /                                  
HG1/09/Mart                   90487     BH   BH.G    100090490  90490     Breve historia de la filosofía /                            
HG1/09/Marx                   1209696   BH   BH.G    102262857  1779114   Miseria de la filosofía /                                   
HG1/09/Negr                   844131    BH   BH.G    100844133  844133    Storia della filosofia ed attività storiografica /          
HG1/09/New                    1102054   BH   BH.G    102119444  1631263   Medieval philosophy /                                       
HG1/09/New                    1102056   BH   BH.G    102119443  1631265   Ancient philosophy /                                        
HG1/09/Niet                   729633    BH   BH.G    100729652  729652    Lecturas de historia de la filosofía /                      
HG1/09/Noei                   547721    BH   BH.G    102163266  547725    Noein, historia da filosofía /                              
HG1/09/Ocon                   98724     BH   BH.G    100098726  98726     Historia crítica de la filosofía occidental /               
HG1/09/Ocon                   98729     BH   BH.G    100098731  98731     Historia crítica de la filosofía occidental /               
HG1/09/Ocon                   98715     BH   BH.G    100098721  98721     Historia crítica de la filosofía occidental /               
HG1/09/Onfr                   2119481   BH   BH.G    102392853  1889515   El cocodrilo de Aristóteles /                               
HG1/09/Orte                   1148049   BH   BH.G    102172033  1692290   Obras completas /                                           


16/08/2026                                                                                          Página 10



Signatura            Supl.    NA        Suc. Loc.    Cod./Bar.  NEA       Título
-------------------  -------- --------  ---- ------  ---------- --------  ------------------------------------------------------------
HG1/09/Oxfo                   1159695   BH   BH.G    102187667  1708328   The Oxford handbook of continental philosophy /             
HG1/09/Oxfo                   2129112   BH   BH.G    102404022  1903312   The Oxford handbook of Galen /                              
HG1/09/Oxfo                   828096    BH   BH.G    100828109  828109    The Oxford illustrated history of Western philosophy /      
HG1/09/Pala                   1036980   BH   BH.G    102030076  1528135   Palabras de filósofos /                                     
HG1/09/Pass                   91115     BH   BH.G    100098531  98531     100 años de filosofía /                                     
HG1/09/Popk                   1067601   BH   BH.G    102074958  1579337   The history of scepticism : from Savonarola to Bayle /      
HG1/09/Real                   889465    BH   BH.G    100889468  889468    Historia del pensamiento filosófico y científico /          
HG1/09/Real                   446226    BH   BH.G    100446227  446227    Historia del pensamiento filosófico y científico /          
HG1/09/Real                   446224    BH   BH.G    100446225  446225    Historia del pensamiento filosófico y científico /          
HG1/09/Roig                   241459    BH   BH.G    100241462  241462    Teoría y crítica del pensamiento latinoamericano /          
HG1/09/Rout                   808380    BH   BH.G    100808382  808382    Routledge history of philosophy /                           
HG1/09/Rout                   935425    BH   BH.G    100935428  935428    Routledge history of philosophy /                           
HG1/09/Rout                   933985    BH   BH.G    100933987  933987    Routledge history of philosophy /                           
HG1/09/Rout                   775087    BH   BH.G    100775094  775094    Routledge history of philosophy /                           
HG1/09/Russ                   89906     BH   BH.G    100089907  89907     La sabiduría de occidente /                                 
HG1/09/Sanc                   934605    BH   BH.G    100934606  934606    La historia de la filosofía como hermenéutica /             
HG1/09/Schi                   98473     BH   BH.G    100539156  539156    Historia de la filosofía /                                  
HG1/09/Shap                   1039519   BH   BH.G    102033942  1532048   La revolución científica : una interpretación científica /  
HG1/09/Soam                   2110509   BH   BH.G    102372504  1876052   The world philosophy made : from Plato to the digital age / 
HG1/09/Stev                   91408     BH   BH.G    100091415  91415     Siete teorías de la naturaleza humana /                     
HG1/09/Stew                   1010009   BH   BH.G    102003468  1502254   La verdad sobre todo : una historia irreverente de la filoso
HG1/09/Stor                   1035167   BH   BH.G    102032748  1531083   Historia universal de la filosofía /                        
HG1/09/Stor                   1035167   BH   BH.G    102032746  1531084   Historia universal de la filosofía /                        
HG1/09/Stor                   1035167   BH   BH.G    102032720  1531085   Historia universal de la filosofía /                        
HG1/09/Stor                   794388    BH   BH.G    100794399  794399    Historia universal de la filosofía /                        
HG1/09/Stor                   794388    BH   BH.G    100887912  887912    Historia universal de la filosofía /                        
HG1/09/Stor                   794388    BH   BH.G    100794400  794400    Historia universal de la filosofía /                        
HG1/09/Stor                   1035167   BH   BH.G    102026169  1525527   Historia universal de la filosofía /                        
HG1/09/Stro                   2119395   BH   BH.G    102392738  1889305   Al Ándalus y Sefarad : historia de la Filosofía en Al Ándalu
HG1/09/Tarn                   942607    BH   BH.G    102005774  1504728   La pasión del pensamiento occidental /                      
HG1/09/Tarn                   1145387   BH   BH.G    102160950  1688018   La pasión de la mente occidental : para una comprensión de l
HG1/09/Tarn                   1237390   BH   BH.G    102321634  1824039   La pasión de la mente occidental : para una comprensión de l
HG1/09/Tarn                   942607    BH   BH.G    100942613  942613    La pasión del pensamiento occidental /                      
HG1/09/Tarn                   942607    BH   BH.G    102006141  1504851   La pasión del pensamiento occidental /                      
HG1/09/Tarn                   942607    BH   BH.G    102005777  1504729   La pasión del pensamiento occidental /                      
HG1/09/Them                   1012471   BH   BH.G    102006773  1505407   Teorías del universo /                                      
HG1/09/Them                   993536    BH   BH.G    102007146  1505747   La experiencia estética moderna /                           
HG1/09/Them                   993536    BH   BH.G    102011593  1510390   La experiencia estética moderna /                           
HG1/09/Them                   993536    BH   BH.G    100993540  993540    La experiencia estética moderna /                           
HG1/09/Them                   993542    BH   BH.G    102007018  1505684   Una aproximación a la filosofía del lenguaje /              
HG1/09/Them                   993542    BH   BH.G    100993549  993549    Una aproximación a la filosofía del lenguaje /              
HG1/09/Them                   993552    BH   BH.G    102002711  1501640   El materialismo /                                           
HG1/09/Them                   993552    BH   BH.G    102007188  1505865   El materialismo /                                           
HG1/09/Them                   993552    BH   BH.G    100993556  993556    El materialismo /                                           
HG1/09/Them                   993552    BH   BH.G    100993560  993560    El materialismo /                                           
HG1/09/Them                   994532    BH   BH.G    102007145  1505746   Bioética /                                                  
HG1/09/Them                   994532    BH   BH.G    100994534  994534    Bioética /                                                  
HG1/09/Them                   994532    BH   BH.G    100994535  994535    Bioética /                                                  
HG1/09/Them                   1024310   BH   BH.G    102007189  1505866   Fenomenología y filosofía existencial /                     
HG1/09/Them                   1024312   BH   BH.G    102007190  1505868   Fenomenología y filosofía existencial /                     
HG1/09/Them                   1023999   BH   BH.G    102006776  1505423   El irracionalismo /                                         
HG1/09/Them                   1044285   BH   BH.G    102059115  1561644   Filosofías árabe y judía /                                  
HG1/09/Them                   1044285   BH   BH.G    102066085  1569535   Filosofías árabe y judía /                                  
HG1/09/Them                   1039583   BH   BH.G    102033938  1532143   Feminismo y filosofía /                                     
HG1/09/Them                   992603    BH   BH.G    102007017  1505683   La filosofía en la Europa de la Ilustración /               
HG1/09/Them                   992603    BH   BH.G    100993534  993534    La filosofía en la Europa de la Ilustración /               


16/08/2026                                                                                          Página 11



Signatura            Supl.    NA        Suc. Loc.    Cod./Bar.  NEA       Título
-------------------  -------- --------  ---- ------  ---------- --------  ------------------------------------------------------------
HG1/09/Them                   1064122   BH   BH.G    102068638  1572234   Filosofía del arte /                                        
HG1/09/Them                   1088766   BH   BH.G    102102969  1610952   Perspectivas del pensamiento contemporáneo /                
HG1/09/Them                   1088770   BH   BH.G    102102970  1610953   Perspectivas del pensamiento contemporáneo /                
HG1/09/Them                   1023987   BH   BH.G    102006774  1505408   Teorías del universo /                                      
HG1/09/Them                   1012471   BH   BH.G    101012473  1012473   Teorías del universo /                                      
HG1/09/Them                   2103597   BH   BH.G    102364907  1864464   Teorías del universo /                                      
HG1/09/Them                   1024191   BH   BH.G    102007019  1505685   Principios de filosofía política /                          
HG1/09/Them                   1024186   BH   BH.G    102007016  1505680   Teoría del conocimiento : sujeto, lenguaje, mundo /         
HG1/09/Them                   1024000   BH   BH.G    102006777  1505424   El irracionalismo /                                         
HG1/09/Tria                   749747    BH   BH.G    100749750  749750    La edad del espíritu /                                      
HG1/09/Valv                   1039300   BH   BH.G    102033789  1531768   Vida y muerte de las ideas : pequeña historia del pensamient
HG1/09/Vatt                   546514    BH   BH.G    100599616  599616    La secularización de la filosofía : hermenéutica y posmodern
HG1/09/Vill                   484799    BH   BH.G    100484814  484814    Los caminos de la reflexión : historia de la filosofía /    
HG1/09/Wals                   89789     BH   BH.G    100089792  89792     Introducción a la filosofía de la historia /                
HG1/09/Wind                   89896     BH   BH.G    102104652  89904     Historia general de la filosofía /                          
HG1/38/Agui                   83869     BH   BH.G    100083881  83881     Antología de textos de filosofía griega y romana : filosofía
HG1/38/Aleg                   436885    BH   BH.G    100436890  436890    Estudios sobre los presocráticos /                          
HG1/38/Aleg                   103729    BH   BH.G    100103736  103736    La sofística y Sócrates : ascenso y caida de la polis /     
HG1/38/Aleg                   99889     BH   BH.G    100099895  99895     Historia de la filosofía antigua /                          
HG1/38/Alle                   103717    BH   BH.G    100103727  103727    Studies in presocratic philosophy /                         
HG1/38/Alsi                   185163    BH   BH.G    100273411  273411    El neoplatonismo : síntesis del espiritualismo antiguo /    
HG1/38/Alsi                   185163    BH   BH.G    100647117  647117    El neoplatonismo : síntesis del espiritualismo antiguo /    
HG1/38/Alva                   143204    BH   BH.G    100143212  143212    La filosofía en Grecia y en el Imperio Romano /             
HG1/38/Anim                   2131583   BH   BH.G    102408553  1906527   Animalia : estudios sobre animales en la Antigüedad mediterr
HG1/38/Anna                   758968    BH   BH.G    100758982  758982    Hellenistic philosophy of mind /                            
HG1/38/Anto                   934973    BH   BH.G    100934975  934975    Antología de textos filosóficos latinos /                   
HG1/38/Batt                   180726    BH   BH.G    100180788  180788    Trois contemporains : Héraclite, Parménide, Empédocle /     
HG1/38/Bern                   2094948   BH   BH.G    102352656  1852275   Fragmentos presocráticos /                                  
HG1/38/Bern                   1064091   BH   BH.G    102069928  1572163   De Tales a Demócrito : fragmentos presocráticos /           
HG1/38/Bern                   1116283   BH   BH.G    102134497  1646853   Textos órficos y filosofía presocrática : materiales para un
HG1/38/Bern                   2131584   BH   BH.G    102408554  1906528   Entre religión y filosofía : textos significativos y problem
HG1/38/Bert                   1184994   BH   BH.G    102220706  1743482   En el principio era la maravilla : las grandes preguntas de 
HG1/38/Boed                   162041    BH   BH.G    100162058  162058    Grund und Gegenwart als Frageziel der Früh-Griechischen Phil
HG1/38/Boya                   831608    BH   BH.G    100831613  831613    Le culte des muses chez les philosophes grecs : études d'his
HG1/38/Brem                   1064098   BH   BH.G    102069929  1572182   El concepto del alma en la antigua Grecia /                 
HG1/38/Calv                   2125333   BH   BH.G    102400244  1897670   El pensamiento de Aristóteles : temas y cuestiones /        
HG1/38/Cape                   171475    BH   BH.G    100982792  982792    Historia de la filosofía griega /                           
HG1/38/Cape                   1031232   BH   BH.G    102019820  1518048   Historia de la filosofía griega /                           
HG1/38/Cape                   171475    BH   BH.G    100171481  171481    Historia de la filosofía griega /                           
HG1/38/Cape                   90015     BH   BH.G    100090018  90018     Historia de la filosofía griega /                           
HG1/38/Casc                   2101646   BH   BH.G    102360187  1861506   Consolando a Cintia : la vida y la muerte según los estoicos
HG1/38/Cass                   773915    BH   BH.G    100773925  773925    Nuestros griegos y sus modernos : estrategias contemporáneas
HG1/38/Char                   104187    BH   BH.G    100104199  104199    L'architecture du divin : mathématique et philosophie chez P
HG1/38/Cini                   1028022   BH   BH.G    102012694  1511547   Los cínicos : el movimiento cínico en la Antigüedad y su leg
HG1/38/Coll                   1185001   BH   BH.G    102220687  1743495   Gorgias y Parménides : lecciones 1965-1967 /                
HG1/38/Coll                   1193670   BH   BH.G    102234682  1756299   Filósofos sobrehumanos /                                    
HG1/38/Conc                   829986    BH   BH.G    100829997  829997    Conceptualización de lo femenino en la filosofía antigua /  
HG1/38/Corn                   70636     BH   BH.G    102404648  70645     Principium sapientiae : los orígenes del pensamiento filosóf
HG1/38/Cres                   490710    BH   BH.G    100539159  539159    Historia de la filosofía griega /                           
HG1/38/Deti                   129897    BH   BH.G    100168954  168954    Los maestros de verdad en la Grecia arcaica /               
HG1/38/Deti                   45094     BH   BH.G    100316712  316712    Las artimañas de la inteligencia : la metis en la Grecia ant
HG1/38/Deti                   45094     BH   BH.G    100458615  458615    Las artimañas de la inteligencia : la metis en la Grecia ant
HG1/38/Deti                   45094     BH   BH.G    100678561  678561    Las artimañas de la inteligencia : la metis en la Grecia ant
HG1/38/Deti                   129897    BH   BH.G    100519646  519646    Los maestros de verdad en la Grecia arcaica /               
HG1/38/Deti                   45094     BH   BH.G    100222456  222456    Las artimañas de la inteligencia : la metis en la Grecia ant
HG1/38/Diap                   2129361   BH   BH.G    102404079  1903626   Diaphorá : alteridad y construcción cultural de la diferenci


16/08/2026                                                                                          Página 12



Signatura            Supl.    NA        Suc. Loc.    Cod./Bar.  NEA       Título
-------------------  -------- --------  ---- ------  ---------- --------  ------------------------------------------------------------
HG1/38/Diel                   155782    BH   BH.G    100155783  155783    Die Fragmente der Vorsokratiker : Griechisch und deutsch /  
HG1/38/Diel                   155780    BH   BH.G    100155781  155781    Die Fragmente der Vorsokratiker : Griechisch und deutsch /  
HG1/38/Diel                   155778    BH   BH.G    100155779  155779    Die Fragmente der Vorsokratiker : Griechisch und deutsch /  
HG1/38/Dodd                   24380     BH   BH.G    100169086  169086    Los griegos y lo irracional /                               
HG1/38/Duho                   1075092   BH   BH.G    102086433  1590654   Epicteto y la sabiduría estoica /                           
HG1/38/Elor                   411390    BH   BH.G    100538054  538054    El estoicismo /                                             
HG1/38/Elor                   411343    BH   BH.G    100538049  538049    El estoicismo /                                             
HG1/38/Ersk                   2129367   BH   BH.G    102405361  1903633   The Hellenistic stoa : political thought and action /       
HG1/38/Esco                   413666    BH   BH.G    100458575  458575    De physis a polis : la evolución del pensamiento filosófico 
HG1/38/Farr                   103122    BH   BH.G    100103127  103127    Ciencia y política en el mundo antiguo /                    
HG1/38/Farr                   179887    BH   BH.G    100179890  179890    Ciencia y política en el mundo antiguo /                    
HG1/38/Farr                   92223     BH   BH.G    100092229  92229     Ciencia y política en el mundo antiguo /                    
HG1/38/Ferr                   103645    BH   BH.G    100103655  103655    La filosofía presocrática /                                 
HG1/38/Filo                   1180624   BH   BH.G    102207545  1737372   Obras completas /                                           
HG1/38/Filo                   39074     BH   BH.G    100039743  39743     Los filósofos presocráticos /                               
HG1/38/Filo                   1165914   BH   BH.G    102197110  1717747   Obras completas /                                           
HG1/38/Filo                   1181535   BH   BH.G    102214586  1738488   Obras completas /                                           
HG1/38/Flor                   2131582   BH   BH.G    102408552  1906526   Anima animalis : el alma de los animales en la Grecia arcaic
HG1/38/Frag                   105964    BH   BH.G    100105974  105974    Fragmentos y testimonios /                                  
HG1/38/Frag                   106001    BH   BH.G    102404475  106005    Fragmentos /                                                
HG1/38/Frag                   103504    BH   BH.G    100103510  103510    Fragmentos y testimonios /                                  
HG1/38/Gada                   924656    BH   BH.G    102026754  1526553   El inicio de la filosofía occidental /                      
HG1/38/Gada                   924656    BH   BH.G    100924659  924659    El inicio de la filosofía occidental /                      
HG1/38/Garc                   142764    BH   BH.G    100142767  142767    Los siete sabios (y tres más) /                             
HG1/38/Garc                   103629    BH   BH.G    100103632  103632    Lecturas presocráticas /                                    
HG1/38/Garc                   1200691   BH   BH.G    102293383  1788483   El nacimiento de Hera : los orígenes de la Filosofía en el m
HG1/38/Garc                   2134189   BH   BH.G    102404260  1910358   El asesinato de Afrodita Pandemos : una introducción al hele
HG1/38/Garc                   1216111   BH   BH.G    102292926  1788723   El triunfo de Atenea : la filosofía clásica griega /        
HG1/38/Gigo                   411258    BH   BH.G    100871656  871656    Los orígenes de la filosofía griega : de Hesíodo a Parménide
HG1/38/Gigo                   90061     BH   BH.G    100090066  90066     Los orígenes de la filosofía griega : de Hesíodo a Parménide
HG1/38/Gold                   79564     BH   BH.G    100079568  79568     Le système stoïcien et l'idée de temps /                    
HG1/38/Gome                   1029016   BH   BH.G    102015870  1514482   Filósofos griegos, videntes judíos /                        
HG1/38/Gomp                   71058     BH   BH.G    100071065  71065     Pensadores griegos : historia de la filosofía de la antigüed
HG1/38/Gomp                   71036     BH   BH.G    100071049  71049     Pensadores griegos : historia de la filosofía de la antigüed
HG1/38/Gomp                   71050     BH   BH.G    100071055  71055     Pensadores griegos : historia de la filosofía de la antigüed
HG1/38/Guth                   98899     BH   BH.G    100098903  98903     Los filósofos griegos : de Tales a Aristóteles /            
HG1/38/Guth                   168926    BH   BH.G    100168929  168929    Los filósofos griegos : de Tales a Aristóteles /            
HG1/38/Guth                   622999    BH   BH.G    100623027  623027    Historia de la filosofía griega /                           
HG1/38/Guth                   622999    BH   BH.G    100623033  623033    Historia de la filosofía griega /                           
HG1/38/Guth                   492550    BH   BH.G    100492565  492565    Historia de la filosofía griega /                           
HG1/38/Guth                   492550    BH   BH.G    100492592  492592    Historia de la filosofía griega /                           
HG1/38/Guth                   39193     BH   BH.G    100151343  151343    Historia de la filosofía griega /                           
HG1/38/Guth                   188303    BH   BH.G    102266812  1781546   Historia de la filosofía griega /                           
HG1/38/Guth                   188303    BH   BH.G    100188317  188317    Historia de la filosofía griega /                           
HG1/38/Guth                   188303    BH   BH.G    102404669  268692    Historia de la filosofía griega /                           
HG1/38/Guth                   39193     BH   BH.G    100141275  141275    Historia de la filosofía griega /                           
HG1/38/Guth                   39181     BH   BH.G    100098418  98418     Historia de la filosofía griega /                           
HG1/38/Guth                   39181     BH   BH.G    100039190  39190     Historia de la filosofía griega /                           
HG1/38/Guth                   39173     BH   BH.G    100098426  98426     Historia de la filosofía griega /                           
HG1/38/Guth                   39173     BH   BH.G    100039180  39180     Historia de la filosofía griega /                           
HG1/38/Guth                   39193     BH   BH.G    100039201  39201     Historia de la filosofía griega /                           
HG1/38/Hein                   138004    BH   BH.G    100138049  138049    Nomos und Physis : Herkunft und Bedeutung einer Antithese im
HG1/38/Irig                   2124186   BH   BH.G    102398241  1896129   En el principio era ella : un retorno al origen griego arcai
HG1/38/Irwi                   205157    BH   BH.G    100205161  205161    El pensamiento prefilosófico /                              
HG1/38/Irwi                   205168    BH   BH.G    100205175  205175    El pensamiento prefilosófico /                              
HG1/38/Jaeg                   90520     BH   BH.G    100090523  90523     La teología de los primeros filósofos griegos /             


16/08/2026                                                                                          Página 13



Signatura            Supl.    NA        Suc. Loc.    Cod./Bar.  NEA       Título
-------------------  -------- --------  ---- ------  ---------- --------  ------------------------------------------------------------
HG1/38/Jaeg                   570765    BH   BH.G    102404640  1908779   Paideia : los ideales de la cultura griega = Limen pepeyke p
HG1/38/Jamb                   519206    BH   BH.G    100519207  519207    Vida pitagórica /                                           
HG1/38/Junc                   100997    BH   BH.G    100101006  101006    De la mística del número al rigor de la idea : sobre la preh
HG1/38/Kerf                   103659    BH   BH.G    100103670  103670    The sophistic movement /                                    
HG1/38/King                   2125554   BH   BH.G    102400425  1898073   Herodotus and the Presocratics : inquiry and intellectual cu
HG1/38/Kirk                   1029494   BH   BH.G    102017005  1515413   Los filósofos presocráticos : historia crítica con selección
HG1/38/Kirk                   90485     BH   BH.G    100561833  561833    Los filósofos presocráticos : historia crítica con selección
HG1/38/Kirk                   90485     BH   BH.G    100090491  90491     Los filósofos presocráticos : historia crítica con selección
HG1/38/Kirk                   1223067   BH   BH.G    102300508  1799421   Los filósofos presocráticos : historia crítica con selección
HG1/38/Koje                   103188    BH   BH.G    100103196  103196    Essai d'une histoire raisonnée de la philosophie païenne /  
HG1/38/Kran                   1211151   BH   BH.G    102267937  1781366   Die griechische Philosophie : zugleich eine Einführung in di
HG1/38/Laer                   458495    BH   BH.G    102404789  458503    Los filósofos estoicos /                                    
HG1/38/Laer                   1211134   BH   BH.G    102267957  1781343   Diogenis Laertii vitae philosophorum /                      
HG1/38/Laer                   2094012   BH   BH.G    102353549  1850885   Vidas y opiniones de los filósofos ilustres /               
HG1/38/Laer                   458495    BH   BH.G    100884132  884132    Los filósofos estoicos /                                    
HG1/38/Levi                   70599     BH   BH.G    100171584  171584    Historia de la filosofía romana /                           
HG1/38/Llan                   89867     BH   BH.G    102374560  1875186   Los presocráticos y sus fragmentos : desde los milesios hast
HG1/38/Llan                   89867     BH   BH.G    100089878  89878     Los presocráticos y sus fragmentos : desde los milesios hast
HG1/38/Lled                   1229957   BH   BH.G    102315767  1812202   Fidelidad a Grecia /                                        
HG1/38/Loeb-I                 2118754   BH   BH.G    102390969  1888394   Early Greek philosophy /                                    
HG1/38/Loeb-II                2118762   BH   BH.G    102390979  1888402   Early Greek philosophy /                                    
HG1/38/Loeb-III               2118764   BH   BH.G    102390989  1888404   Early Greek philosophy /                                    
HG1/38/Loeb-IV                2118800   BH   BH.G    102391000  1888448   Early Greek philosophy /                                    
HG1/38/Loeb-IX                2076920   BH   BH.G    102327875  1825324   Early Greek philosophy.                                     
HG1/38/Loeb-V                 2118804   BH   BH.G    102391010  1888453   Early Greek philosophy /                                    
HG1/38/Long                   774016    BH   BH.G    100774021  774021    The Hellenistic philosophers /                              
HG1/38/Long                   601618    BH   BH.G    100877277  877277    La filosofía helenística : estoicos, epicúreos, escépticos /
HG1/38/Long                   601618    BH   BH.G    100974093  974093    La filosofía helenística : estoicos, epicúreos, escépticos /
HG1/38/Long                   222404    BH   BH.G    100222422  222422    La filosofía helenística : estoicos, epicúreos, escépticos /
HG1/38/Long                   949815    BH   BH.G    100949818  949818    The Hellenistic philosophers /                              
HG1/38/Mart                   71668     BH   BH.G    100871521  871521    Átomos, hombres y dioses : estudios de filosofía griega /   
HG1/38/Mas                    1194541   BH   BH.G    102232828  1757526   Pensamiento romano : una historia de la filosofía en Roma / 
HG1/38/Mas                    1132216   BH   BH.G    102155548  1669777   Historia de la filosofía antigua : Grecia y el helenismo /  
HG1/38/Mas                    844024    BH   BH.G    100844030  844030    Téchne : un estudio sobre la concepción de la técnica en la 
HG1/38/Mas                    1087493   BH   BH.G    102102596  1609359   Ethos y pólis : una historia de la filosofía práctica en la 
HG1/38/Mas                    1184962   BH   BH.G    102220686  1743438   Sabios y necios : una aproximación a la filosofía helenístic
HG1/38/Mate                   80657     BH   BH.G    100080659  80659     Stoic logic /                                               
HG1/38/Mond                   171079    BH   BH.G    100171082  171082    La comprensión del sujeto humano en la cultura antigua /    
HG1/38/Mond                   171079    BH   BH.G    100655802  655802    La comprensión del sujeto humano en la cultura antigua /    
HG1/38/Mora                   1114583   BH   BH.G    102132788  1644671   Der Aristotelismus bei den Griechen : von Andronikos bis Ale
HG1/38/More                   103026    BH   BH.G    100103033  103033    Los presocráticos, del mito al logos /                      
HG1/38/Mout                   1103545   BH   BH.G    102128450  1640116   Filosofía de la cultura griega /                            
HG1/38/Navi                   1117862   BH   BH.G    102137320  1649198   Classical cynicism : a critical study /                     
HG1/38/Navi                   1117906   BH   BH.G    102137327  1649286   Antisthenes of Athens : setting the world aright /          
HG1/38/Nest                   99053     BH   BH.G    100099057  99057     Historia del espíritu griego : desde Homero hasta Luciano / 
HG1/38/Niza                   101283    BH   BH.G    100101290  101290    Les matérialistes de l'antiquité /                          
HG1/38/Nuss                   1230629   BH   BH.G    102315779  1812252   La fragilidad del bien : fortuna y ética en la tragedia y la
HG1/38/Nuss                   924279    BH   BH.G    100979042  979042    La fragilidad del bien : fortuna y ética en la tragedia y la
HG1/38/Nuss                   924279    BH   BH.G    102266707  1781044   La fragilidad del bien : fortuna y ética en la tragedia y la
HG1/38/Oxfo                   2089890   BH   BH.G    102346154  1844833   The Oxford handbook of the second sophistic /               
HG1/38/Oñat                   2096382   BH   BH.F    102352860  1854324   El nacimiento de la filosofía en Grecia: viaje al inicio de 
HG1/38/Pani                   923115    BH   BH.G    100923116  923116    Filosofía y mística : una lectura de los griegos /          
HG1/38/Parm-Peña              179926    BH   BH.G    100179946  179946    El discurso de Parménides /                                 
HG1/38/Pohl                   119326    BH   BH.G    100119343  119343    Die Stoa : Geschichte einer geistigen Bewegung /            
HG1/38/Pohl                   119309    BH   BH.G    100119320  119320    Die Stoa : Geschichte einer geistigen Bewegung /            
HG1/38/Pres                   562364    BH   BH.G    100562387  562387    Les présocratiques /                                        


16/08/2026                                                                                          Página 14



Signatura            Supl.    NA        Suc. Loc.    Cod./Bar.  NEA       Título
-------------------  -------- --------  ---- ------  ---------- --------  ------------------------------------------------------------
HG1/38/Pres                   87006     BH   BH.G    100087023  87023     Los Presocráticos : Jenófanes, Parménides, Empédocles, Refra
