16/08/2026                                                                                          Página 1



Signatura            Supl.    NA        Suc. Loc.    Cod./Bar.  NEA       Título
HG111/Bert                    2110527   BH   BH.G    102372515  1876074   Impossible worlds /                                         
HG111/Bird                    1163219   BH   BH.G    102193200  1714140   Nature's metaphysics : laws and properties /                
HG111/Biss                    71196     BH   BH.G    100871065  871065    La ciencia, ¿única esperanza? ¿Marx, Teilhard? /            
HG111/Blac                    1110474   BH   BH.G    102127609  1639545   Truth : a guide /                                           
HG111/Blai                    986512    BH   BH.G    100986516  986516    On the plurality of actual worlds /                         
HG111/Bour                    1185984   BH   BH.G    102219635  1744798   Razones prácticas : sobre la teoría de la acción /          
HG111/Bour                    929902    BH   BH.G    100991226  991226    Razones prácticas : sobre la teoría de la acción /          
HG111/Bran                    1102302   BH   BH.G    102120562  1631653   Tales of the mighty dead : historical essays in the metaphys
HG111/Bubn                    446344    BH   BH.G    100446345  446345    Metaphysik und Erfahrung /                                  
HG111/Burg                    1203602   BH   BH.G    102247258  1770777   Truth /                                                     
HG111/Cahn                    652068    BH   BH.G    100652076  652076    Fate, logic, and time /                                     


16/08/2026                                                                                          Página 77



Signatura            Supl.    NA        Suc. Loc.    Cod./Bar.  NEA       Título
-------------------  -------- --------  ---- ------  ---------- --------  ------------------------------------------------------------
HG111/Canz                    83483     BH   BH.G    100083497  83497     Theophrastus redivivus /                                    
HG111/Canz                    83468     BH   BH.G    100083477  83477     Theophrastus redivivus /                                    
HG111/Card                    944419    BH   BH.G    100944426  944426    Olvido y memoria del ser /                                  
HG111/Caus                    2080239   BH   BH.G    102329858  1830475   Causal powers /                                             
HG111/Caus                    1084731   BH   BH.G    102098963  1605457   Causation and counterfactuals /                             
HG111/Chak                    2130260   BH   BH.G    102405799  1904833   Scientific ontology : integrating naturalized metaphysics an
HG111/Chie                    716989    BH   BH.G    100717000  717000    Metafisica e modernità : studi in onore di Pietro Faggiotto 
HG111/Comp                    1223108   BH   BH.G    102303456  1799494   Composition as identity /                                   
HG111/Comt                    1210779   BH   BH.G    102263947  1780822   ¿Qué es el tiempo? : reflexiones sobre el presente, el pasad
HG111/Cona                    2128583   BH   BH.G    102403463  1902591   Substance /                                                 
HG111/Cone                    1115567   BH   BH.G    102133479  1645734   Riddles of existence : a guided tour of metaphysics /       
HG111/Coni                    140239    BH   BH.G    100140243  140243    El crepúsculo de la metafísica /                            
HG111/Cont                    986229    BH   BH.G    100986231  986231    Contemporary readings in the foundations of metaphysics /   
HG111/Core                    664208    BH   BH.G    100664232  664232    Sinngestalten : Metaphysik in der Vielfalt menschlichen Frag
HG111/Core                    446317    BH   BH.G    100446318  446318    Metaphysik in un-metaphysischer Zeit /                      
HG111/Cruz                    436669    BH   BH.G    100436685  436685    Por un naturalismo dialéctico /                             
HG111/Cruz                    894750    BH   BH.G    100894752  894752    ¿A quién pertenece lo ocurrido? : acerca del sentido de la a
HG111/Cues                    2081978   BH   BH.G    102334212  1832971   Cuestiones de metafísica : serie de filosofía de la Sociedad
HG111/Danc                    1067502   BH   BH.G    102074940  1579197   Practical reality /                                         
HG111/Davi                    683525    BH   BH.G    100683531  683531    Correspondence and disquotation : an essay on the nature of 
HG111/Davi                    790654    BH   BH.G    100794918  794918    Ensayos sobre acciones y sucesos /                          
HG111/Davi                    790654    BH   BH.G    100790710  790710    Ensayos sobre acciones y sucesos /                          
HG111/Davs                    1016112   BH   BH.G    101016117  1016117   The possibility of relative truth /                         
HG111/Deba                    1178141   BH   BH.G    102211688  1733919   Debating dispositions : issues in metaphysics, epistemology 
HG111/Denn                    404405    BH   BH.G    100459861  459861    La libertad de acción : un análisis de la exigencia de libre
HG111/Devi                    2132498   BH   BH.G    102408998  1907978   Tratado sobre la analogía de los nombres ; Tratado sobre el 
HG111/Dodd                    1111419   BH   BH.G    102128948  1640795   An identity theory of truth /                               
HG111/Drai                    1020509   BH   BH.G    102001381  1500845   Supervenience and realism /                                 
HG111/Dumm                    886055    BH   BH.G    100886057  886057    The logical basis of metaphysics /                          
HG111/Eagl                    1185087   BH   BH.G    102220695  1743601   Sobre el mal /                                              
HG111/Ebbs                    1180193   BH   BH.G    102214440  1736811   Truth and words /                                           
HG111/Elde                    1084587   BH   BH.G    102098947  1605258   Real natures and familiar objects /                         
HG111/Empt                    1044105   BH   BH.G    102039621  1538974   Empty names, fiction and the puzzles of non-existence /     
HG111/Enge                    1067560   BH   BH.G    102074950  1579290   Truth /                                                     
HG111/Engl                    1134858   BH   BH.G    102153217  1673754   Bare facts and naked truths : a new correspondence theory of
HG111/Espo                    1235932   BH   BH.G    102322266  1821424   Las personas y las cosas /                                  
HG111/Esqu                    2076866   BH   BH.G    102327468  1826006   La resistencia íntima : ensayo de una filosofía de la proxim
HG111/Esqu                    2076866   BH   BH.G    102326395  1825246   La resistencia íntima : ensayo de una filosofía de la proxim
HG111/Este                    1011509   BH   BH.G    101011521  1011521   Estética y religión : el discurso del cuerpo y los sentidos 
HG111/Ever                    2122578   BH   BH.G    102396753  1893996   The nonexistent /                                           
HG111/Fict                    1177808   BH   BH.G    102211683  1733307   Fictionalism in metaphysics /                               
HG111/Fiel                    1058818   BH   BH.G    102062704  1563542   Truth and the absence of fact /                             
HG111/Form                    91393     BH   BH.G    100091400  91400     Introducción a la metafísica /                              
HG111/Form                    1013977   BH   BH.G    101013980  1013980   Form and matter : themes in contemporary metaphysics /      
HG111/Free                    1084850   BH   BH.G    102098969  1605596   Freedom and determinism /                                   
HG111/Gala                    1103216   BH   BH.H    102121592  1632693   Lo sublime como fundamento del arte frente a lo bello : un a
HG111/Gall                    1013972   BH   BH.G    101013975  1013975   Occasions of identity : a study in the metaphysics of persis
HG111/Garc                    2084974   BH   BH.G    102339250  1837582   Un mundo común /                                            
HG111/Garr                    1174245   BH   BH.G    102203136  1728498   ¿Qué es eso llamado metafísica? /                           
HG111/Geir                    1014896   BH   BH.G    101014898  1014898   Beginning metaphysics : an introductory text with readings /
HG111/Gils                    889472    BH   BH.G    100889480  889480    El ser y los filósofos /                                    
HG111/Gils                    70842     BH   BH.G    100070847  70847     El ser y los filósofos /                                    
HG111/Gira                    1083003   BH   BH.G    102095320  1602822   L'argument ontologique chez Saint Anselme et chez Hegel /   
HG111/Givo                    1173975   BH   BH.G    102203122  1728184   Historia de la nada /                                       
HG111/Glaz                    2128566   BH   BH.G    102403462  1902581   Essence /                                                   
HG111/Gome                    1117226   BH   BH.G    102133973  1648265   Introducción a la metafísica /                              


16/08/2026                                                                                          Página 78



Signatura            Supl.    NA        Suc. Loc.    Cod./Bar.  NEA       Título
-------------------  -------- --------  ---- ------  ---------- --------  ------------------------------------------------------------
HG111/Gome                    746702    BH   BH.G    100746874  746874    Categorías e inteligibilidad global : el proyecto ontológico
HG111/Gonz                    70794     BH   BH.G    100070798  70798     Ser y participación : estudio sobre la cuarta vía de Tomás d
HG111/Gonz                    741181    BH   BH.G    100741186  741186    Curso de cosmología : física, filosofía, religión /         
HG111/Gonz                    91383     BH   BH.G    100091386  91386     Tratado de metafísica, ontología /                          
HG111/Gonz                    69006     BH   BH.G    100069012  69012     Tratado de metafísica /                                     
HG111/Gott                    742434    BH   BH.G    100742437  742437    Ontological economy : substitutional quantification and math
HG111/Grac                    740373    BH   BH.G    100740420  740420    Individuation in scholasticism : the later Middle Ages and t
HG111/Gran                    423532    BH   BH.G    100633244  633244    L'intelligence métaphysique /                               
HG111/Gren                    71317     BH   BH.G    100071320  71320     Ontología /                                                 
HG111/Gron                    1117188   BH   BH.G    102135945  1648208   Introducción a la metafísica /                              
HG111/Gron                    1192739   BH   BH.G    102232023  1755013   Introducción a la metafísica /                              
HG111/Gros                    1173802   BH   BH.G    102203121  1727959   Ontología, realismo y empirismo /                           
HG111/Gros                    1130523   BH   BH.G    102153183  1666797   La existencia del mundo : introducción a la ontología /     
HG111/Grov                    497803    BH   BH.G    100497804  497804    A prosentential theory of truth /                           
HG111/Gupt                    575849    BH   BH.G    100575857  575857    The revision theory of truth /                              
HG111/Gutt                    1051097   BH   BH.G    102050629  1551419   Mind's landscape : an introduction to the philosophy of mind
HG111/Guzz                    446213    BH   BH.G    100446214  446214    Wege im Denken : Versuche mit und ohne Heidegger /          
HG111/Hand                    2101048   BH   BH.G    102360701  1860587   Handbook of potentiality /                                  
HG111/Heid                    2131261   BH   BH.G    102408477  1906204   Ser y tiempo /                                              
HG111/Heil                    1069396   BH   BH.G    102078533  1581821   From an ontological point of view /                         
HG111/Heim                    99170     BH   BH.G    100099184  99184     La metafísica moderna /                                     
HG111/Heim                    91390     BH   BH.G    100091391  91391     Los seis grandes temas de la metafísica occidental /        
HG111/Hell                    1129720   BH   BH.G    102150204  1665539   The ontology of physical objects : four-dimensional hunks of
HG111/Hirs                    1190078   BH   BH.G    102228337  1750812   Quantifier variance and realism : essays in metaontology /  
HG111/Hoff                    1122861   BH   BH.G    102151037  1668527   Substance : its nature and existence /                      
HG111/Hoff                    1122861   BH   BH.G    102142267  1655542   Substance : its nature and existence /                      
HG111/Homa                    880047    BH   BH.G    100880083  880083    Diltheys Bruch mit der Metaphysik : die Aufhebung der Hegels
HG111/Hond                    574512    BH   BH.G    100574523  574523    How free are you? : the determinism problem /               
HG111/Horg                    1144464   BH   BH.G    102170421  1686763   Austere realism : contextual semantics meets minimal ontolog
HG111/Hors                    1214698   BH   BH.G    102292078  1786576   The Tarskian turn : deflationism and axiomatic truth /      
HG111/Horw                    1180223   BH   BH.G    102214450  1736844   Truth, meaning, reality /                                   
HG111/Horw                    1104609   BH   BH.G    102123261  1634414   From a deflationary point of view /                         
HG111/Hutt                    2130321   BH   BH.G    102405980  1904926   A minimal metaphysics for scientific practice /             
HG111/Hyde                    1157182   BH   BH.G    102185076  1703689   Vagueness, logic and ontology /                             
HG111/Inci                    1139939   BH   BH.G    102164066  1680181   Tiempo, sustancia, lenguaje : ensayos de metafísica /       
HG111/Inci                    1139946   BH   BH.G    102164057  1680195   Metafísica tras el final de la metafísica /                 
HG111/Inwa                    682777    BH   BH.G    100682782  682782    Metaphysics /                                               
HG111/Inwa                    1036518   BH   BH.G    102029322  1527269   Ontology, identity, and modality : essays in metaphysics /  
HG111/Izuz                    1093267   BH   BH.G    102108060  1618102   Filosofía de la tensión : realidad, silencio y claroscuro / 
HG111/Izuz                    1093267   BH   BH.G    102109060  1617478   Filosofía de la tensión : realidad, silencio y claroscuro / 
HG111/Jack                    980570    BH   BH.G    100980571  980571    From metaphysics to ethics : a defence of conceptual analysi
HG111/Jami                    830704    BH   BH.G    100830705  830705    Language, mind, and art : essays in appreciation and analysi
HG111/Jubi                    685809    BH   BH.G    100685817  685817    Ontology, modality, and the fallacy of reference /          
HG111/Jubi                    964543    BH   BH.G    100964545  964545    Contemporary metaphysics : an introduction /                
HG111/Kim                     1190086   BH   BH.G    102228329  1750828   Essays in the metaphysics of mind /                         
HG111/Klas                    1079651   BH   BH.G    102092016  1597389   Klassische Metaphysik /                                     
HG111/Klei                    1025792   BH   BH.G    102009148  1507802   Determinism, blameworthiness, and deprivation /             
HG111/Kond                    446211    BH   BH.G    100446212  446212    Die neuzeitliche Metaphysikkritik /                         
HG111/Kosl                    1157861   BH   BH.G    102185106  1704895   The structure of objects /                                  
HG111/Krip                    1157709   BH   BH.G    102185048  1704618   El nombrar y la necesidad /                                 
HG111/Krip                    723611    BH   BH.G    100723645  723645    El nombrar y la necesidad /                                 
HG111/Krip                    723611    BH   BH.G    100723652  723652    El nombrar y la necesidad /                                 
HG111/Krip                    1157709   BH   BH.G    102183235  1704619   El nombrar y la necesidad /                                 
HG111/Lady                    1177780   BH   BH.G    102211684  1733266   Every thing must go : metaphysics naturalized /             
HG111/Laks                    1174555   BH   BH.G    102203157  1728897   El vacío y el odio : elementos para una historia arcaica de 
HG111/Lapo                    1178134   BH   BH.G    102211698  1733901   Natural kinds and conceptual change /                       


16/08/2026                                                                                          Página 79



Signatura            Supl.    NA        Suc. Loc.    Cod./Bar.  NEA       Título
-------------------  -------- --------  ---- ------  ---------- --------  ------------------------------------------------------------
HG111/Lara                    1170397   BH   BH.G    102199555  1723444   Narrar el mal : una teoría posmetafísica del juicio reflexio
HG111/Layc                    1115590   BH   BH.G    102133477  1645764   Words without objects : semantics, ontology, and logic for n
HG111/Laze                    71174     BH   BH.G    100576491  576491    The structure of metaphysics /                              
HG111/Lewi                    1017938   BH   BH.G    101017942  1017942   Papers in metaphysics and epistemology /                    
HG111/Lope                    718796    BH   BH.G    100718799  718799    Metafísica trascendente : los artículos de mi fe /          
HG111/Lose                    1202171   BH   BH.G    102244326  1768722   Theories of causality : from antiquity to the present /     
HG111/Loux                    953798    BH   BH.G    100953801  953801    Metaphysics : a contemporary introduction /                 
HG111/Love                    232053    BH   BH.G    100368679  368679    La gran cadena del ser /                                    
HG111/Love                    232053    BH   BH.G    100232078  232078    La gran cadena del ser /                                    
HG111/Lowe                    993564    BH   BH.G    100993568  993568    The possibility of metaphysics : substance, identity, and ti
HG111/Lowe                    1177811   BH   BH.G    102211711  1733310   Personal agency : the metaphysics of mind and action /      
HG111/Lync                    1014963   BH   BH.G    101014965  1014965   Truth in context : an essay on pluralism and objectivity /  
HG111/Lyon                    1051128   BH   BH.G    102050644  1551481   Matters of the mind /                                       
HG111/Lyot                    1043506   BH   BH.G    102039072  1537693   Lo inhumano : charlas sobre el tiempo /                     
HG111/Macd                    1110539   BH   BH.G    102127614  1639645   Varieties of things : foundations of contemporary metaphysic
HG111/Mack                    85255     BH   BH.G    100085263  85263     The cement of the universe : a study of causation /         
HG111/Male                    1116216   BH   BH.G    102134486  1646758   Conversaciones sobre la metafísica y la religión /          
HG111/Mart                    1177836   BH   BH.G    102211703  1733339   The mind in nature /                                        
HG111/Masl                    1051120   BH   BH.G    102050640  1551465   An introduction to the philosophy of mind /                 
HG111/Maud                    2130320   BH   BH.G    102405979  1904921   The metaphysics within physics /                            
HG111/Merl                    1207745   BH   BH.G    102291915  1787271   La institución ; La pasividad : notas de cursos en el Collèg
HG111/Merl                    2083362   BH   BH.G    102336938  1834827   La institución ; La pasividad : notas de cursos en el Collèg
HG111/Merl                    1207745   BH   BH.G    102261877  1776112   La institución ; La pasividad : notas de cursos en el Collèg
HG111/Meta                    285360    BH   BH.G    100675741  675741    Metafisica, anti-metafisica, post-metafisica : lineamenti di
HG111/Meta                    1177967   BH   BH.G    102211689  1733603   The metaphysics of powers : their grounding and their manife
HG111/Meta                    1027495   BH   BH.G    102011571  1510186   Metaphysics : an anthology /                                
HG111/Meta                    1214926   BH   BH.G    102292066  1786923   Metaphysical grounding : understanding the structure of real
HG111/Mill                    1038132   BH   BH.G    102032907  1530914   On clear and confused ideas : an essay about substance conce
HG111/Mill                    2128585   BH   BH.G    102403464  1902594   Persistence /                                               
HG111/Mill                    1038132   BH   BH.G    102031952  1530085   On clear and confused ideas : an essay about substance conce
HG111/Mumf                    1067717   BH   BH.G    102076200  1579496   Dispositions /                                              
HG111/Mumf                    1204181   BH   BH.G    102250757  1771605   Metaphysics : a very short introduction /                   
HG111/Nais                    1104600   BH   BH.G    102123259  1634400   Problemas filosóficos en la acción individual y colectiva : 
HG111/Natu                    2110526   BH   BH.F    102372505  1876073   The nature of ordinary objects /                            
HG111/Ney                     2122586   BH   BH.G    102396754  1894003   Metaphysics : an introduction /                             
HG111/Nula                    783061    BH   BH.G    100783070  783070    Cómo morimos : reflexiones sobre el último capítulo de la vi
HG111/Oder                    1148106   BH   BH.G    102172003  1692389   Real essentialism /                                         
HG111/Onto                    1024536   BH   BH.G    102091944  1597416   Ontologie /                                                 
HG111/Onto                    1024536   BH   BH.G    102007571  1506163   Ontologie /                                                 
HG111/Oxfo                    1083942   BH   BH.G    102097764  1604313   Oxford studies in metaphysics.                              
HG111/Oxfo                    1214257   BH   BH.G    102270188  1785944   Oxford studies in metaphysics.                              
HG111/Oxfo                    1157360   BH   BH.G    102183025  1703985   Oxford studies in metaphysics.                              
HG111/Oxfo                    1157345   BH   BH.G    102183015  1703972   Oxford studies in metaphysics.                              
HG111/Oxfo                    1076734   BH   BH.G    102088592  1593136   The Oxford handbook of metaphysics /                        
HG111/Pear                    583946    BH   BH.G    100583961  583961    The nature of metaphysics /                                 
HG111/Pere                    2084301   BH   BH.G    102336675  1836441   La nada y la belleza /                                      
HG111/Pere                    1085982   BH   BH.G    102100943  1607305   Living without free will /                                  
HG111/Pere                    1230168   BH   BH.G    102316106  1811634   Una mirada al ser : pensamientos convergentes /             
HG111/Pers                    1121310   BH   BH.G    102140031  1653870   Persistence : contemporary readings /                       
HG111/Pers                    686280    BH   BH.G    100686292  686292    Nonexistent objects : Meinong and contemporary philosophy / 
HG111/Peur                    564856    BH   BH.G    100564909  564909    Wirklichkeit als Ereignis : eine deiktische Ontologie /     
HG111/Peña                    71328     BH   BH.G    100071334  71334     El ente y su ser : un estudio lógico-metafísico /           
HG111/Phen                    1178167   BH   BH.G    102211697  1733973   Phenomenological realism versus scientific realism : Reinhar
HG111/Picl                    659857    BH   BH.G    100659932  659932    Les philosophies de la triade ou L'histoire de la structure 
HG111/Piet                    1067522   BH   BH.G    102074943  1579239   Causing actions /                                           
HG111/Plan                    1065160   BH   BH.G    102071921  1574221   Essays in the metaphysics of modality /                     


16/08/2026                                                                                          Página 80



Signatura            Supl.    NA        Suc. Loc.    Cod./Bar.  NEA       Título
-------------------  -------- --------  ---- ------  ---------- --------  ------------------------------------------------------------
HG111/Prie                    1100553   BH   BH.G    102117842  1629437   Towards non-being : the logic and metaphysics of intentional
HG111/Prie                    1157878   BH   BH.G    102185117  1704915   Doubt truth to be a liar /                                  
HG111/Prop                    933927    BH   BH.G    100933950  933950    Properties /                                                
HG111/Rava                    1128412   BH   BH.G    102149272  1663689   Ravaisson et la métaphysique : une généalogie du spiritualis
HG111/Rava                    796134    BH   BH.G    100796140  796140    Métaphysique et morale /                                    
HG111/Reas                    1157276   BH   BH.G    102185058  1703827   Reasons and intentions /                                    
HG111/Reno                    790354    BH   BH.G    100790374  790374    Les dilemmes de la métaphysique pure /                      
HG111/Rich                    1143765   BH   BH.G    102169433  1685654   When truth gives out /                                      
HG111/Roca                    2128553   BH   BH.G    102403460  1902559   Modality /                                                  
HG111/Rodr                    1067628   BH   BH.G    102076179  1579363   Resemblance nominalism : a solution to the problem of univer
HG111/Rodr                    2125463   BH   BH.G    102400343  1897891   La metafísica del siglo XX /                                
HG111/Rort                    1140288   BH   BH.G    102165044  1680675   Sobre la verdad : ¿validez universal o justificación? /     
HG111/Ross                    86474     BH   BH.G    100871088  871088    La anti-naturaleza : elementos para una filosofía trágica / 
HG111/Ross                    1139957   BH   BH.G    102164078  1680213   El objeto singular /                                        
HG111/Rowl                    1051109   BH   BH.G    102050635  1551437   The nature of consciousness /                               
HG111/Rowl                    1051109   BH   BH.G    102063300  1564369   The nature of consciousness /                               
HG111/Salm                    1190055   BH   BH.G    102228357  1750742   Content, cognition, and communication /                     
HG111/Salm                    1148283   BH   BH.G    102172007  1692704   Reference and essence /                                     
HG111/Salm                    1115586   BH   BH.G    102133476  1645760   Metaphysics, mathematics, and meaning /                     
HG111/Sanc                    777422    BH   BH.G    100777426  777426    La especie rota : análisis elemental de la libertad humana /
HG111/Sart                    1235562   BH   BH.G    102322270  1820734   Causation and free will /                                   
HG111/Scho                    530601    BH   BH.G    100530625  530625    The problem of universals /                                 
HG111/Schw                    275476    BH   BH.G    100446221  446221    Die Überwindung der Metaphysik : zu einem Ende der neuzeitli
HG111/Sema                    1178437   BH   BH.G    102212679  1734408   The semantics and metaphysics of natural kinds /            
HG111/Sema                    1203324   BH   BH.G    102245988  1770360   The semantics and metaphysics of natural kinds /            
HG111/Shum                    2128563   BH   BH.G    102403461  1902576   Identity /                                                  
HG111/Side                    1214845   BH   BH.G    102292045  1786786   Writing the book of the world /                             
HG111/Simc                    1230076   BH   BH.G    102316113  1811525   Necessary intentionality : a study in the metaphysics of abo
HG111/Smit                    1158702   BH   BH.G    102207301  1729367   Vagueness and degrees of truth /                            
HG111/Smit                    1158702   BH   BH.G    102185148  1706693   Vagueness and degrees of truth /                            
HG111/Soam                    1018896   BH   BH.G    101018984  1018984   Understanding truth /                                       
HG111/Spir                    720048    BH   BH.G    100720052  720052    La norma mental : (ensayos de filosofía crítica) /          
HG111/Spiv                    1225400   BH   BH.G    102307961  1803309   An aesthetic education in the era of globalization /        
HG111/Stal                    1076700   BH   BH.G    102088408  1592882   Ways a world might be : metaphysical and anti-metaphysical e
HG111/Stal                    446321    BH   BH.G    100446322  446322    Ansichsein und Seinsverstehen : neue Wege der Ontologie bei 
HG111/Sten                    1084895   BH   BH.G    102098976  1605663   Paradoxes of free will /                                    
HG111/Stoe                    609226    BH   BH.G    100609233  609233    Was sind Ereignisse? : eine Studie zur analytischen Ontologi
HG111/Stra                    1177671   BH   BH.G    102211668  1733109   Selves : an essay in revisionary metaphysics /              
HG111/Stra                    259886    BH   BH.G    100259912  259912    Individuos : ensayo de metafísica descriptiva /             
HG111/Suar                    1194528   BH   BH.G    102233559  1757515   Disputaciones metafísicas /                                 
HG111/Subs                    1111364   BH   BH.G    102128940  1640732   Substanz : neue Überlegungen zu einer klassischen Kategorie 
HG111/Subs                    1129699   BH   BH.G    102150232  1665452   Substance and attribute : a study in ontology /             
HG111/Supe                    1036547   BH   BH.G    102029332  1527322   Supervenience : new essays /                                
HG111/Tana                    1223275   BH   BH.G    102303512  1799756   Filosofía como metanoética /                                
HG111/Tegt                    606661    BH   BH.G    100606664  606664    Grundzüge einer kategorialen Ontologie : Dinge, Eigenschafte
HG111/Thag                    1033196   BH   BH.G    102022953  1521214   Coherence in thought and action /                           
HG111/Theo                    1084532   BH   BH.G    102098557  1605194   Theories of truth /                                         
HG111/Thom                    1177758   BH   BH.G    102211695  1733239   Ordinary objects /                                          
HG111/Thom                    1177668   BH   BH.G    102211702  1733106   Fiction and metaphysics /                                   
HG111/Tres                    77892     BH   BH.G    100077899  77899     Ciencias del universo y problemas metafísicos /             
HG111/Trut                    1058806   BH   BH.G    102062445  1563529   Truth /                                                     
HG111/Tutt                    1035202   BH   BH.G    102027573  1525582   The dawn of historical reason : the historicality of human e
HG111/Univ                    1134700   BH   BH.G    102153219  1673639   Universals, concepts and qualities : new essays on the meani
HG111/Visi                    1092943   BH   BH.G    102107962  1616795   Veritas : the correspondence theory and its critics /       
HG111/Weis                    39065     BH   BH.G    100070901  70901     Ontología /                                                 
HG111/Weis                    39065     BH   BH.G    100039067  39067     Ontología /                                                 


16/08/2026                                                                                          Página 81



Signatura            Supl.    NA        Suc. Loc.    Cod./Bar.  NEA       Título
-------------------  -------- --------  ---- ------  ---------- --------  ------------------------------------------------------------
HG111/Wigg                    1036524   BH   BH.G    102029326  1527282   Sameness and substance renewed /                            
HG111/Wigg                    1036524   BH   BH.G    102070154  1573172   Sameness and substance renewed /                            
HG111/Wilk                    920631    BH   BH.G    100920635  920635    Natural kinds /                                             
HG111/Will                    1065145   BH   BH.G    102110188  1622605   Truth & truthfulness : an essay in genealogy /              
HG111/Will                    1065145   BH   BH.G    102071919  1574174   Truth & truthfulness : an essay in genealogy /              
HG111/Wint                    880029    BH   BH.G    100880043  880043    Heideggers Bestimmung der Metaphysik /                      
HG111/Wrig                    1084577   BH   BH.G    102098945  1605249   Saving the differences : essays on themes from Truth and obj
HG111/Wrig                    708956    BH   BH.G    100708960  708960    Truth and objectivity /                                     
HG111/Yabl                    1179270   BH   BH.G    102213540  1735539   Things : papers on objects, events, and properties /        
HG111/Zize                    2132491   BH   BH.G    102409240  1907971   Acontecimiento /                                            
HG113/Alon                    1112139   BH   BH.G    102130031  1641727   Antropologías en diálogo /                                  
HG113/Argu                    1129701   BH   BH.G    102150222  1665451   The arguments of time /                                     
HG113/Arti                    761557    BH   BH.G    100761568  761568    La inteligibilidad de la naturaleza /                       
HG113/Barr                    419379    BH   BH.G    100419382  419382    The anthropic cosmological principle /                      
HG113/Berg                    2128920   BH   BH.G    102403829  1903055   Schelling, Hegel and the philosophy of nature : from matter 
HG113/Bern                    1217561   BH   BH.G    102295841  1790823   Bernardino Telesio y la nueva imagen de la naturaleza en el 
HG113/Blan                    2128885   BH   BH.G    102403819  1903004   Historia del tiempo /                                       
HG113/Blum                    1124476   BH   BH.G    102143298  1657792   Tiempo de la vida y tiempo del mundo /                      
HG113/Boll                    2128888   BH   BH.G    102403820  1903007   Goethe y la experiencia de la naturaleza /                  
HG113/Bort                    2128897   BH   BH.G    102403822  1903018   La naturaleza como totalidad : la visión científica de Goeth
HG113/Burr                    536544    BH   BH.G    100536570  536570    God and creation : an ecumenical symposium /                
HG113/Carr                    726060    BH   BH.G    100726067  726067    Metafísica de la materia : núcleos temáticos de filosofía de
HG113/Coll                    2113428   BH   BH.G    102384060  1880496   Un nouveau sentiment de la nature /                         
HG113/Davi                    46736     BH   BH.G    100046754  46754     El espacio y el tiempo en el universo contemporáneo /       
HG113/Davi                    1132345   BH   BH.G    102155428  1670067   El espacio y el tiempo en el universo contemporáneo /       
HG113/Davi                    1132345   BH   BH.G    102163274  1682920   El espacio y el tiempo en el universo contemporáneo /       
HG113/Denb                    487139    BH   BH.G    100487153  487153    Three concepts of time /                                    
HG113/Derr                    825138    BH   BH.G    100825148  825148    Dar (el) tiempo /                                           
HG113/Dide                    802436    BH   BH.G    100802444  802444    Sobre la interpretación de la naturaleza /                  
HG113/Eddi                    78538     BH   BH.G    100078551  78551     La naturaleza del mundo físico /                            
HG113/Erig                    1134730   BH   BH.G    102153239  1673628   Sobre las naturalezas = Periphyseon /                       
HG113/Fras                    557852    BH   BH.G    100557968  557968    The study of time II : proceedings of the Second Conference 
HG113/Fras                    557971    BH   BH.G    100557989  557989    The study of time III : proceedings of the Third Conference 
HG113/Frie                    539735    BH   BH.G    100539738  539738    Fundamentos de las teorías del espacio-tiempo : física relat
HG113/Garc                    844966    BH   BH.G    100844967  844967    Filosofía natural de las cosmologías relativistas /         
HG113/Gell                    1101194   BH   BH.G    102118958  1630392   The anthropology of time : cultural constructions of tempora
HG113/Goet                    2128864   BH   BH.G    102403814  1902981   Teoría de la naturaleza /                                   
HG113/Gree                    1237419   BH   BH.G    102321608  1824097   El tejido del cosmos : espacio, tiempo y la textura de la re
HG113/Halp                    451968    BH   BH.G    100818556  818556    El tiempo imperfecto : en busca del destino y significado de
HG113/Halp                    451968    BH   BH.G    100711011  711011    El tiempo imperfecto : en busca del destino y significado de
HG113/Harr                    548351    BH   BH.G    100548356  548356    Cosmos and anthropos : a philosophical interpretation of the
HG113/Hawk                    897951    BH   BH.G    100914555  914555    La naturaleza del espacio y el tiempo /                     
HG113/Helv                    2076820   BH   BH.G    102326394  1825166   El verdadero sentido del sistema de la naturaleza /         
HG113/Herr                    933287    BH   BH.G    100933288  933288    Augustinus und die phänomenologische Frage nach der Zeit /  
HG113/Hobb                    2135619   BH   BH.G    102412386  1912230   Tratado sobre el cuerpo /                                   
HG113/Jaku                    718664    BH   BH.G    100718669  718669    Essai sur les limites de l'espace et du temps /             
HG113/Jou                     1219825   BH   BH.G    102299196  1794138   El laberinto del tiempo : tiempo y memoria en la vida y el u
HG113/Kepl                    934493    BH   BH.G    102266611  1780284   El secreto del universo /                                   
HG113/Kepl                    934493    BH   BH.G    100934494  934494    El secreto del universo /                                   
HG113/Krag                    1148130   BH   BH.G    102172005  1692415   Historia de la cosmología : de los mitos al universo inflaci
HG113/Krag                    2076696   BH   BH.G    102321666  1824980   Maestros del universo : conversaciones con los cosmólogos de
HG113/Livr                    2105372   BH   BH.G    102370594  1867659   Le livre des propriétés des choses : une encyclopédie au XIV
HG113/Marr                    1145406   BH   BH.G    102160921  1688042   Kairós : apología del tiempo oportuno /                     
